572,8,580,1
15,15,30,1
2,23,25,1
4,15,19,1
7,22,29,1
12,2,14,1
50,47,97,1
10,81,91,1
4,4,8,1
10,25,35,1
20,59,79,1
30,26,56,1
33,22,55,1
70,14,84,1
22,11,33,1
14,16,30,1
2,3,5,1
4,5,9,1
2,8,10,1
6,3,9,1
12,7,19,1
4,6,10,1
6,6,12,1
7,7,14,1
8,8,16,1
7,8,15,1
9,3,12,1
9,5,14,1
9,7,16,1
9,9,18,1
50,47,97,1
3,3,6,1
3,4,7,1
45,6,51,1
32,7,39,1
90,3,93,1
12,12,24,1
22,44,66,1
21,30,51,1
78,20,98,1
14,12,26,1
43,6,49,1
74,3,77,1
82,5,87,1
8,5,13,1
8,4,12,1
3,8,11,1
7,4,11,1
7,5,12,1
7,6,13,1
62,91,153,2
19,64,83,2
72,73,145,2
85,42,127,2
86,52,138,2
53,72,125,2
21,93,114,2
29,14,43,2
74,93,167,2
33,72,105,2
67,51,118,2
76,41,117,2
14,77,91,2
52,65,117,2
71,72,143,2
653,21,674,2
507,421,928,2
66,81,147,2
84,53,137,2
83,43,126,2
52,94,146,2
14,37,51,2
96,82,178,2
491,30,521,2
86,23,109,2
19,62,81,2
81,97,178,2
45,45,90,2
82,81,163,2
94,52,146,2
91,67,158,2
92,97,189,2
19,56,75,2
77,42,119,2
83,22,105,2
91,81,172,2
91,84,175,2
73,36,109,2
81,37,118,2
29,91,120,2
74,28,102,2
32,49,81,2
33,29,62,2
28,92,120,2
24,67,91,2
31,69,100,2
93,27,120,2
44,96,140,2
48,29,77,2
28,65,93,2
65,78,143,3
64,48,112,3
79,89,168,3
57,87,144,3
85,26,111,3
30497,73,30570,3
80578,35,80613,3
96345,28,96373,3
28884,77,28961,3
85,78,163,3
44,69,113,3
49,94,143,3
75573,31,75604,3
49,97,146,3
6053,92,6145,3
93,28,121,3
36490,59,36549,3
93,68,161,3
5733,39,5772,3
76,97,173,3
139,504,643,3
42370,46,42416,3
2255,54,2309,3
81180,49,81229,3
34171,223,34394,3
36403,2056,38459,3
91180,74,91254,3
98,38,136,3
42,89,131,3
66342,116,66458,3
559,75,634,4
3253,84,3337,4
9832,260,10092,4
4173,283,4456,4
50063,367,50430,4
2317,6469,8786,4
46271,2171,48442,4
76409,138,76547,4
1270,643,1913,4
5241,449,5690,4
561,184,745,4
118,297,415,4
6273,641,6914,4
8159,333,8492,4
7227,717,7944,4
3416,268,3684,4
8092,859,8951,4
8472,191,8663,4
90599,411,91010,4
60559,406,60965,4
8048,888,8936,4
1559,145,1704,4
7069,557,7626,4
10397,780,11177,4
84178,8210,92388,4
91555,932,92487,4
6580,422,7002,4
1735,570,2305,4
18190,730,18920,4
62809,946,63755,5
5726,949,6675,5
66503,968,67471,5
63432,932,64364,5
99404,684,100088,5
38806,228,39034,5
25317,805,26122,5
32741,1351,34092,5
44501,8461,52962,5
84294,522,84816,5
28912,1210,30122,5
72813,4246,77059,5
67296,213,67509,3
31647,2332,33979,5
91960,5911,97871,5
92275,5902,98177,5
32174,3608,35782,5
2098,1413,3511,5
25485,223,25708,5
89560,1902,91462,5
16841,2907,19748,5
22207,9340,31547,5
36643,284,36927,5
71852,2323,74175,5
88141,598,88739,5
43418,2476,45894,5
70896,471,71367,5
90291,6813,97104,5
45458,9601,55059,6
16699,408,17107,6
47793,427,48220,6
19272,7084,26356,6
88384,397,88781,6
67645,935,68580,6
52515,936,53451,6
80995,2806,83801,6
54353,874,55227,6
44972,641,45613,6
66898,615,67513,6
2569,647,3216,6
14598,456,15054,6
33469,648,34117,6
32884,1485,34369,6
79997,961,80958,6
19565,822,20387,6
20174,9248,29422,6
38047,9636,47683,6
17435,3256,20691,6
27236,4254,31490,6
966,7764,8730,6
4494,4980,9474,6
46962,25235,72197,7
79582,46705,126287,7
85811,71775,157586,7
57487,749,58236,7
85395,7459,92854,7
26439,6273,32712,7
71136,93925,165061,7
17640,3798,21438,7
19445,7662,27107,7
32463,45187,77650,7
71488,9829,81317,7
13374,9443,22817,7
13754,5975,19729,7
76892,81479,158371,8 
74733,32487,107220,8
65935,66749,132684,8
69524,55546,125070,8
35767,86692,122459,8
45498,18739,64237,8
79195,58850,138045,8
86785,66682,153467,8
84181,52969,137150,8
55786,28477,84263,8
64884,68809,133693,8
96488,83349,179837,8
26713,94947,121660,8